Timestamp,Direction,Status,Source,Destination,Command,Length,Crc,Data
2019-04-11T13:40:06.052,Received,Valid,0xBC,0x80,0xF5,0x08,0x3A12,
2019-04-11T13:40:12.242,Received,Valid,0x80,0xBF,0xF2,0x15,0x6C8D,0x04600000600300600200600100
2019-04-11T13:40:12.292,Received,Valid,0xBF,0x80,0xF2,0x11,0x6E21,0x046000600360026001
2019-04-11T13:40:12.963,Received,Valid,0xBF,0x80,0xF5,0x5C,0xE6A9,0x04600006D828C908562260030100600220425347594656575700000000000000000000000000000000000000000000000060012047455F4D4F44554C455F35363232000000000000000000000000000000000000
2019-04-11T13:40:13.545,Received,Valid,0x80,0xBF,0xF5,0x08,0x82ED,
2019-04-11T13:40:42.243,Received,Valid,0x80,0xBF,0xF2,0x15,0x6C8D,0x04600000600300600200600100
2019-04-11T13:40:42.303,Received,Valid,0xBF,0x80,0xF2,0x11,0x6E21,0x046000600360026001
2019-04-11T13:40:42.964,Received,Valid,0x80,0xBF,0xF5,0x08,0x82ED,
2019-04-11T13:40:43.655,Received,Valid,0xBC,0x80,0xF5,0x2C,0xD1C4,0x056200040000000062010400000000620204000000006203040000000062040400000000
2019-04-11T13:40:44.337,Received,Valid,0x80,0xBC,0xF5,0x08,0x1931,
2019-04-11T13:40:47.244,Sent,Acknowledged,0xE4,0x80,0xF0,0x0F,0xAA93,0x03FFF0FFF1FFF2
2019-04-11T13:40:47.364,Received,Valid,0x80,0xE4,0xF0,0xD2,0xCA53,0x03FFF040001A5B4700000000000000000000000A000000010000000000181438000000000000000000000000000000000000000000000000000000010000000100000000FFF140001A5EEA000000000000000000000009000000010000000000181889000000000000000000000000000000000000000000000000000000010000000100000000FFF24000197C9000000000000000000000000500000001000000000017FE9A000000000000000000000000000000000000000000000000000000010000000100000000
2019-04-11T13:41:03.277,Received,Valid,0xBC,0x80,0xF2,0x12,0xB4F8,0x03F33300F31300F33600
2019-04-11T13:41:03.297,Received,Valid,0x80,0xBC,0xF2,0x0F,0xC63E,0x03F333F313F336
2019-04-11T13:41:04.007,Received,Valid,0x80,0xBC,0xF1,0x0B,0x29BE,0x01F338
2019-04-11T13:41:04.701,Received,Valid,0x80,0xBC,0xF5,0x1A,0x9845,0x03F3330101F3130100F33606000000000000
2019-04-11T13:41:05.212,Received,Valid,0xBC,0x80,0xF1,0x09,0x3F69,0x00
2019-04-11T13:41:05.702,Received,Valid,0xBC,0x80,0xF5,0x08,0x3A12,
2019-04-11T13:41:12.240,Received,Valid,0x80,0xBF,0xF2,0x15,0x6C8D,0x04600000600300600200600100
2019-04-11T13:41:12.300,Received,Valid,0xBF,0x80,0xF2,0x11,0x6E21,0x046000600360026001
2019-04-11T13:41:12.970,Received,Valid,0xBF,0x80,0xF5,0x5C,0xE6A9,0x04600006D828C908562260030100600220425347594656575700000000000000000000000000000000000000000000000060012047455F4D4F44554C455F35363232000000000000000000000000000000000000
2019-04-11T13:41:13.503,Received,Valid,0x80,0xBF,0xF5,0x08,0x82ED,
2019-04-11T13:41:42.254,Received,Valid,0x80,0xBF,0xF2,0x15,0x6C8D,0x04600000600300600200600100
2019-04-11T13:41:42.304,Received,Valid,0xBF,0x80,0xF2,0x11,0x6E21,0x046000600360026001
2019-04-11T13:41:42.974,Received,Valid,0x80,0xBF,0xF5,0x08,0x82ED,
2019-04-11T13:41:43.657,Received,Valid,0xBC,0x80,0xF5,0x2C,0xD1C4,0x056200040000000062010400000000620204000000006203040000000062040400000000
2019-04-11T13:41:44.348,Received,Valid,0x80,0xBC,0xF5,0x08,0x1931,
